Car_ID,Brand,Model,Year,Fuel_Type,Transmission,KM_Driven,Owner,Engine_CC,Mileage_KMPL,Max_Power_BHP,Seats,Seller_Type,Selling_Price_IDR,Vehicle_Age,KM_Per_Year
CAR00806,Volkswagen,Polo,2018,Petrol,Manual,59797,2,999,18.5,59,5,Individual,58136390,7,7474.62
CAR00807,Mahindra,Scorpio,2022,Diesel,Automatic,71337,1,2179,20.8,108,5,Dealer,193246530,3,17834.25
CAR00808,Hyundai,i10,2015,Diesel,Manual,123516,1,1197,20.4,45,5,Dealer,32298290,10,11228.73
CAR00809,Honda,Amaze,2015,Petrol,Manual,148368,1,1199,19.7,66,7,Individual,44107550,10,13488
CAR00810,Skoda,Kushaq,2020,Electric,Manual,94815,1,1498,23.1,87,7,Dealer,142104800,5,15802.5
CAR00811,Maruti,Brezza,2018,CNG,Manual,56487,1,1462,19.1,83,5,Individual,77280220,7,7060.88
CAR00812,Renault,Duster,2022,Petrol,Automatic,55585,1,1498,16.2,67,5,Dealer,127437370,3,13896.25
CAR00813,Kia,Seltos,2020,Petrol,Manual,78427,1,1497,15.2,88,5,Individual,133712880,5,13071.17
CAR00814,Tata,Safari,2018,Petrol,Automatic,82315,1,1956,16.1,131,5,Dealer,169879000,7,10289.38
CAR00815,Volkswagen,Taigun,2015,Petrol,Manual,115621,1,1498,19.2,127,5,Dealer,83544520,10,10511
CAR00816,Renault,Kwid,2015,Diesel,Manual,153428,1,999,17,45,5,Individual,26195110,10,13948
CAR00817,Maruti,Wagon R,2023,CNG,Manual,38682,1,1197,24.2,45,7,Individual,74794450,2,12894
CAR00818,Hyundai,i10,2016,CNG,Manual,184687,3,1197,18,45,7,Individual,19619210,9,18468.7
CAR00819,Kia,Sonet,2020,Petrol,Automatic,95313,1,1197,18.1,78,5,Individual,96368380,5,15885.5
CAR00820,Skoda,Slavia,2023,Petrol,Manual,46264,1,1498,20,133,5,Individual,207475060,2,15421.33
CAR00821,Maruti,Brezza,2024,Petrol,Manual,28119,2,1462,18.8,80,7,Dealer,124304460,1,14059.5
CAR00822,Kia,Carens,2017,Diesel,Manual,97144,1,1497,13.8,96,5,Individual,95879320,8,10793.78
CAR00823,Hyundai,i10,2015,Petrol,Automatic,101584,2,1197,17.9,45,5,Individual,29491230,10,9234.91
CAR00824,Kia,Seltos,2023,CNG,Automatic,44609,1,1497,18.8,74,5,Dealer,198549810,2,14869.67
CAR00825,Kia,Sonet,2022,CNG,Manual,57392,1,1197,17,81,5,Dealer,145603270,3,14348
CAR00826,Maruti,Dzire,2017,Petrol,Manual,80276,1,1197,18.2,48,5,Individual,57706800,8,8919.56
CAR00827,Kia,Seltos,2021,Diesel,Automatic,80705,1,1497,15.6,106,5,Dealer,163937320,4,16141
CAR00828,Renault,Triber,2016,Diesel,Manual,148811,1,999,20,75,7,Dealer,52968960,9,14881.1
CAR00829,Renault,Kwid,2022,Diesel,Manual,62066,1,999,23.7,45,5,Dealer,71904740,3,15516.5
CAR00830,Maruti,Dzire,2022,Petrol,Manual,49620,1,1197,18.4,59,5,Individual,90580600,3,12405
CAR00831,Tata,Punch,2017,Petrol,Manual,126894,1,1199,16.8,66,5,Individual,48543480,8,14099.33
CAR00832,Tata,Nexon,2019,Diesel,Manual,106866,2,1199,18.8,84,5,Individual,75829000,6,15266.57
CAR00833,Toyota,Urban Cruiser,2018,Petrol,Manual,103011,1,1462,20.2,64,5,Dealer,80234150,7,12876.38
CAR00834,Hyundai,Creta,2014,Diesel,Manual,137073,3,1497,18.4,97,5,Dealer,53032230,11,11422.75
CAR00835,Renault,Kwid,2015,Petrol,Manual,203748,1,999,16.1,45,7,Dealer,18426770,10,18522.55
CAR00836,Volkswagen,Virtus,2025,Diesel,Manual,19098,1,1498,19.4,111,5,Individual,245899710,0,19098
CAR00837,Renault,Triber,2019,CNG,Manual,54428,1,999,18.3,50,7,Individual,83009290,6,7775.43
CAR00838,Hyundai,i20,2015,Petrol,Automatic,157580,1,1197,20.2,59,7,Dealer,33754450,10,14325.45
CAR00839,Maruti,Baleno,2014,Petrol,Automatic,143825,2,1197,16,61,5,Individual,39299980,11,11985.42
CAR00840,Skoda,Slavia,2018,Diesel,Manual,74195,1,1498,21,95,7,Individual,121422160,7,9274.38
CAR00841,Tata,Tiago,2025,Petrol,Manual,11876,1,1199,19.4,45,7,Dealer,114414200,0,11876
CAR00842,Kia,Carens,2018,Diesel,Manual,102123,2,1497,16.4,93,5,Dealer,106216650,7,12765.38
CAR00843,Skoda,Slavia,2025,Diesel,Manual,14512,1,1498,16.9,108,5,Individual,283151110,0,14512
CAR00844,Maruti,Swift,2019,Petrol,Manual,53545,1,1197,19.2,48,5,Dealer,64853270,6,7649.29
CAR00845,Maruti,Celerio,2023,CNG,Manual,38319,2,998,21.4,45,5,Individual,89415520,2,12773
CAR00846,Maruti,Baleno,2023,Petrol,Automatic,39884,1,1197,17,51,5,Individual,125817430,2,13294.67
CAR00847,Hyundai,i20,2014,Diesel,Automatic,133015,1,1197,20.7,64,5,Individual,43770300,11,11084.58
CAR00848,Maruti,Brezza,2014,Petrol,Automatic,146746,2,1462,20.5,60,5,Individual,37935590,11,12228.83
CAR00849,Renault,Duster,2025,Petrol,Manual,8073,1,1498,17.4,70,5,Individual,173027490,0,8073
CAR00850,Kia,Seltos,2025,Petrol,Automatic,13576,1,1497,15.8,98,5,Individual,207676650,0,13576
CAR00851,Skoda,Rapid,2015,CNG,Automatic,118797,1,1498,21.4,64,5,Individual,51597160,10,10799.73
CAR00852,Renault,Duster,2021,CNG,Automatic,76684,2,1498,18.6,65,5,Individual,97595210,4,15336.8
CAR00853,Skoda,Kushaq,2025,Diesel,Automatic,21954,1,1498,19.7,113,5,Individual,257395660,0,21954
CAR00854,Tata,Tiago,2025,Petrol,Automatic,9408,1,1199,17.5,51,5,Dealer,135579630,0,9408
CAR00855,Tata,Altroz,2017,Diesel,Automatic,104222,1,1199,16.9,64,5,Individual,51383980,8,11580.22
CAR00856,Renault,Duster,2023,Diesel,Manual,21920,1,1498,18.1,72,7,Individual,141587430,2,7306.67
CAR00857,Tata,Altroz,2021,Diesel,Manual,62176,1,1199,18.3,49,7,Individual,86229410,4,12435.2
CAR00858,Maruti,Wagon R,2025,Petrol,Manual,13908,1,1197,19.7,51,7,Individual,101604400,0,13908
CAR00859,Kia,Sonet,2015,CNG,Manual,146915,1,1197,18.4,74,5,Individual,50280460,10,13355.91
CAR00860,Renault,Triber,2021,Petrol,Manual,42249,1,999,15.1,62,5,Dealer,115379590,4,8449.8
CAR00861,Skoda,Slavia,2014,Petrol,Manual,231971,1,1498,16.4,95,5,Individual,47784430,11,19330.92
CAR00862,Skoda,Slavia,2018,CNG,Manual,144072,1,1498,22.7,102,5,Individual,106465550,7,18009
CAR00863,Hyundai,Grand i10,2014,Petrol,Manual,150232,1,1197,19.7,52,5,Individual,31025290,11,12519.33
CAR00864,Volkswagen,Polo,2019,Petrol,Automatic,107709,1,999,18.3,62,5,Individual,71429930,6,15387
CAR00865,Renault,Triber,2023,Diesel,Manual,53176,1,999,21.4,57,5,Dealer,93695460,2,17725.33
CAR00866,Kia,Sonet,2021,Electric,Manual,72688,1,1197,26,88,5,Individual,104739590,4,14537.6
CAR00867,Renault,Triber,2017,Petrol,Manual,60230,3,999,18,52,5,Dealer,49208860,8,6692.22
CAR00868,Renault,Triber,2019,Diesel,Manual,27722,1,999,16.9,47,7,Dealer,107466280,6,3960.29
CAR00869,Toyota,Urban Cruiser,2018,Petrol,Manual,60047,1,1462,17.3,55,5,Individual,75002500,7,7505.88
CAR00870,Maruti,Brezza,2022,Petrol,Manual,40293,1,1462,13.4,77,5,Individual,103666280,3,10073.25
CAR00871,Toyota,Urban Cruiser,2017,Petrol,Manual,80988,1,1462,18.7,67,5,Dealer,53999330,8,8998.67
CAR00872,Tata,Altroz,2015,Diesel,Manual,142094,1,1199,17.8,58,5,Dealer,37488710,10,12917.64
CAR00873,Hyundai,Verna,2020,Petrol,Manual,68312,3,1497,17.8,88,7,Individual,90584020,5,11385.33
CAR00874,Hyundai,Creta,2023,Petrol,Manual,41046,1,1497,17.2,102,5,Individual,207729280,2,13682
CAR00875,Kia,Carens,2019,Diesel,Automatic,47783,1,1497,18.2,89,5,Individual,130237970,6,6826.14
CAR00876,Mahindra,XUV500,2016,Diesel,Automatic,65180,1,2179,20,118,5,Individual,109467360,9,6518
CAR00877,Mahindra,Bolero,2014,Diesel,Manual,149040,1,1493,18.9,71,5,Dealer,45644080,11,12420
CAR00878,Volkswagen,Polo,2025,CNG,Automatic,17492,1,999,19.1,56,5,Individual,140612920,0,17492
CAR00879,Mahindra,Thar,2023,Petrol,Automatic,47721,2,1997,14.2,112,5,Individual,215874960,2,15907
CAR00880,Kia,Seltos,2015,Petrol,Automatic,149378,2,1497,18.6,84,5,Individual,74371890,10,13579.82
CAR00881,Maruti,Baleno,2014,Petrol,Manual,213454,1,1197,13.9,58,5,Individual,26683030,11,17787.83
CAR00882,Renault,Triber,2015,Diesel,Manual,123951,1,999,24.7,48,5,Dealer,39346910,10,11268.27
CAR00883,Toyota,Urban Cruiser,2018,Petrol,Manual,141778,1,1462,21.4,73,5,Individual,68901980,7,17722.25
CAR00884,Hyundai,Creta,2023,Petrol,Manual,45330,1,1497,12.7,118,5,Dealer,200782690,2,15110
CAR00885,Renault,Kwid,2015,Petrol,Manual,149634,1,999,19.4,45,5,Individual,24900070,10,13603.09
CAR00886,Volkswagen,Virtus,2023,Petrol,Manual,67486,1,1498,20.9,108,5,Individual,207100950,2,22495.33
CAR00887,Maruti,Celerio,2014,Electric,Manual,171997,3,998,20.7,45,5,Individual,16868200,11,14333.08
CAR00888,Hyundai,Creta,2022,Diesel,Automatic,34935,1,1497,20.4,97,7,Individual,193396250,3,8733.75
CAR00889,Maruti,Brezza,2017,Petrol,Manual,145390,2,1462,17.1,63,5,Dealer,59215400,8,16154.44
CAR00890,Tata,Punch,2025,Diesel,Automatic,14201,2,1199,21.3,71,7,Individual,126178810,0,14201
CAR00891,Maruti,Ertiga,2019,Diesel,Automatic,88602,1,1462,18,72,5,Dealer,85259840,6,12657.43
CAR00892,Volkswagen,Vento,2017,Petrol,Automatic,116003,1,1498,20.5,60,5,Individual,69920190,8,12889.22
CAR00893,Mahindra,XUV500,2016,Petrol,Automatic,150460,1,2179,17.1,95,5,Dealer,88969400,9,15046
CAR00894,Skoda,Kushaq,2023,Diesel,Manual,45527,2,1498,18.3,94,5,Individual,210384150,2,15175.67
CAR00895,Volkswagen,Taigun,2018,Petrol,Manual,67075,1,1498,19.4,108,5,Dealer,113272110,7,8384.38
CAR00896,Kia,Carens,2018,Diesel,Automatic,154924,2,1497,22,130,5,Individual,92950660,7,19365.5
CAR00897,Mahindra,XUV500,2022,Diesel,Manual,61736,1,2179,12.3,98,7,Individual,167247880,3,15434
CAR00898,Maruti,Celerio,2020,Diesel,Manual,56478,1,998,10.6,45,7,Dealer,54333730,5,9413
CAR00899,Maruti,Brezza,2021,Electric,Manual,46482,2,1462,23.5,69,5,Dealer,107646400,4,9296.4
CAR00900,Kia,Carens,2019,Diesel,Manual,103812,1,1497,17.3,88,5,Individual,118056500,6,14830.29
CAR00901,Maruti,Celerio,2014,Petrol,Manual,86075,2,998,13.5,62,5,Dealer,34373470,11,7172.92
CAR00902,Maruti,Baleno,2014,Petrol,Manual,173094,1,1197,16.4,69,5,Individual,29220100,11,14424.5
CAR00903,Tata,Nexon,2014,Diesel,Manual,172802,1,1199,28,89,5,Dealer,49930670,11,14400.17
CAR00904,Renault,Triber,2020,CNG,Manual,57989,1,999,17,65,5,Individual,82698260,5,9664.83
CAR00905,Toyota,Innova,2020,CNG,Manual,52362,1,2393,23.7,137,5,Dealer,238506240,5,8727
CAR00906,Volkswagen,Polo,2022,CNG,Manual,37508,2,999,18.7,55,5,Individual,98420950,3,9377
CAR00907,Toyota,Fortuner,2024,Petrol,Manual,32592,1,2755,13.1,238,7,Dealer,562029690,1,16296
CAR00908,Hyundai,i10,2016,Diesel,Manual,127623,1,1197,17.5,50,5,Dealer,27456710,9,12762.3
CAR00909,Honda,WR-V,2025,CNG,Manual,27675,1,1498,16.7,65,7,Dealer,143327070,0,27675
CAR00910,Maruti,Dzire,2025,Diesel,Manual,12759,1,1197,14.6,49,7,Dealer,156513830,0,12759
CAR00911,Volkswagen,Polo,2021,Diesel,Automatic,53487,2,999,17.1,55,5,Dealer,97893700,4,10697.4
CAR00912,Hyundai,Venue,2020,Petrol,Manual,94245,1,1197,14.2,78,5,Individual,89452000,5,15707.5
CAR00913,Honda,Jazz,2016,Diesel,Automatic,81666,3,1199,18.9,45,5,Individual,47249390,9,8166.6
CAR00914,Skoda,Rapid,2016,Petrol,Manual,155733,1,1498,18,66,5,Individual,45754850,9,15573.3
CAR00915,Mahindra,Scorpio,2014,Petrol,Manual,79874,1,2179,15.1,85,7,Individual,80339600,11,6656.17
CAR00916,Toyota,Innova,2021,CNG,Manual,80466,1,2393,22.9,166,5,Individual,190874380,4,16093.2
CAR00917,Mahindra,XUV700,2019,CNG,Automatic,82362,1,1997,19,120,5,Dealer,216104480,6,11766
CAR00918,Volkswagen,Polo,2016,CNG,Manual,136892,1,999,20.5,50,5,Individual,45453510,9,13689.2
CAR00919,Tata,Tiago,2015,Petrol,Manual,148773,2,1199,11,45,5,Individual,27025220,10,13524.82
CAR00920,Kia,Carens,2014,Petrol,Manual,91418,1,1497,17.7,129,5,Individual,86969460,11,7618.17
CAR00921,Renault,Kwid,2021,Petrol,Manual,81775,2,999,19.05,45,7,Dealer,58811840,4,16355
CAR00922,Mahindra,Thar,2022,CNG,Automatic,47352,1,1997,18.95,144,5,Individual,191168880,3,11838
CAR00923,Toyota,Glanza,2021,Diesel,Automatic,61238,1,1197,18.8,75,5,Individual,84305280,4,12247.6
CAR00924,Hyundai,i10,2015,Electric,Manual,103055,1,1197,19,45,7,Individual,31000400,10,9368.64
CAR00925,Tata,Safari,2014,Petrol,Manual,205569,1,1956,22.4,115,5,Individual,65454240,11,17130.75
CAR00926,Skoda,Rapid,2015,Diesel,Manual,92783,1,1498,18.8,64,7,Individual,46126110,10,8434.82
CAR00927,Mahindra,Thar,2023,Diesel,Automatic,53928,2,1997,17.3,132,5,Individual,213627260,2,17976
CAR00928,Honda,Jazz,2022,Petrol,Manual,32633,2,1199,15.6,62,5,Dealer,109790360,3,8158.25
CAR00929,Toyota,Innova,2017,Electric,Manual,127609,1,2393,28.7,133,5,Dealer,134374650,8,14178.78
CAR00930,Mahindra,XUV700,2014,Diesel,Automatic,246965,1,1997,18.9,161,5,Individual,68260920,11,20580.42
CAR00931,Mahindra,Bolero,2017,Petrol,Automatic,87230,1,1493,18.9,78,5,Individual,58750280,8,9692.22
CAR00932,Kia,Sonet,2023,Petrol,Manual,35150,1,1197,16.9,60,5,Individual,156125280,2,11716.67
CAR00933,Tata,Altroz,2015,CNG,Manual,112405,1,1199,20.8,55,5,Dealer,42104950,10,10218.64
CAR00934,Kia,Seltos,2023,Diesel,Automatic,51992,1,1497,18,106,5,Dealer,211270310,2,17330.67
CAR00935,Toyota,Urban Cruiser,2019,Diesel,Automatic,80429,2,1462,23.6,82,5,Individual,86508520,6,11489.86
CAR00936,Skoda,Kushaq,2015,Diesel,Manual,166607,1,1498,19.4,108,5,Individual,80043010,10,15146.09
CAR00937,Hyundai,i20,2025,Petrol,Manual,18243,1,1197,13.3,60,7,Dealer,192792620,0,18243
CAR00938,Hyundai,Grand i10,2020,Diesel,Manual,119153,2,1197,20.5,45,5,Individual,47214430,5,19858.83
CAR00939,Toyota,Urban Cruiser,2022,CNG,Manual,24346,1,1462,20.7,66,5,Dealer,119718050,3,6086.5
CAR00940,Mahindra,XUV500,2015,Petrol,Manual,141013,1,2179,18.6,97,7,Individual,58024290,10,12819.36
CAR00941,Kia,Seltos,2018,Diesel,Automatic,98930,3,1497,18.3,109,5,Dealer,100083260,7,12366.25
CAR00942,Toyota,Fortuner,2021,Petrol,Manual,67574,1,2755,15.9,321,7,Individual,342929290,4,13514.8
CAR00943,Skoda,Rapid,2021,Petrol,Manual,68950,1,1498,20.2,53,5,Dealer,85897100,4,13790
CAR00944,Toyota,Glanza,2014,Petrol,Automatic,138051,1,1197,23.1,69,5,Dealer,39427660,11,11504.25
CAR00945,Hyundai,Creta,2021,CNG,Manual,70977,2,1497,15.4,103,5,Individual,140097450,4,14195.4
CAR00946,Hyundai,i20,2025,Petrol,Manual,12967,1,1197,17.7,50,5,Dealer,160556080,0,12967
CAR00947,Skoda,Kushaq,2023,Petrol,Automatic,56263,1,1498,15.9,104,5,Individual,198749120,2,18754.33
CAR00948,Hyundai,i10,2016,Diesel,Manual,13827,1,1197,16.6,45,5,Individual,38905160,9,1382.7
CAR00949,Skoda,Octavia,2024,Petrol,Automatic,45414,1,1984,11,175,5,Individual,386781290,1,22707
CAR00950,Tata,Harrier,2022,Diesel,Manual,97299,1,1956,20.4,143,5,Individual,193470920,3,24324.75
CAR00951,Maruti,Wagon R,2014,CNG,Manual,69807,1,1197,19.5,53,5,Individual,32667270,11,5817.25
CAR00952,Honda,WR-V,2015,Petrol,Manual,119837,2,1498,15.9,78,5,Individual,37489090,10,10894.27
CAR00953,Kia,Seltos,2025,Petrol,Manual,25357,1,1497,21.1,101,5,Individual,239079850,0,25357
CAR00954,Toyota,Glanza,2016,Electric,Manual,147965,2,1197,21.2,62,5,Individual,38989900,9,14796.5
CAR00955,Volkswagen,Taigun,2015,Petrol,Manual,192273,2,1498,16.1,133,5,Individual,49907490,10,17479.36
CAR00956,Kia,Carens,2019,Petrol,Manual,87514,2,1497,13.5,91,5,Individual,109414730,6,12502
CAR00957,Toyota,Innova,2020,Electric,Manual,36430,2,2393,19.8,162,5,Dealer,220331980,5,6071.67
CAR00958,Kia,Carens,2020,CNG,Automatic,110961,1,1497,25.4,90,5,Individual,146425210,5,18493.5
CAR00959,Skoda,Slavia,2021,Diesel,Manual,71634,2,1498,21.1,84,5,Dealer,150621170,4,14326.8
CAR00960,Toyota,Urban Cruiser,2025,Diesel,Manual,20146,1,1462,23.2,79,7,Individual,162496930,0,20146
CAR00961,Hyundai,Creta,2023,CNG,Manual,20651,1,1497,18.5,77,7,Individual,169869500,2,6883.67
CAR00962,Toyota,Glanza,2014,Diesel,Manual,89613,1,1197,20.4,56,5,Individual,38674310,11,7467.75
CAR00963,Renault,Triber,2015,Diesel,Manual,138821,1,999,22.4,70,5,Individual,40669120,10,12620.09
CAR00964,Tata,Punch,2014,CNG,Manual,195430,1,1199,22.7,53,5,Dealer,31645070,11,16285.83
CAR00965,Skoda,Slavia,2018,Diesel,Manual,144849,2,1498,24,129,5,Individual,81525770,7,18106.12
CAR00966,Mahindra,XUV500,2018,Petrol,Manual,68365,1,2179,18.7,70,5,Individual,118369620,7,8545.62
CAR00967,Kia,Carens,2025,Petrol,Manual,13632,1,1497,17.5,119,5,Individual,268792240,0,13632
CAR00968,Honda,Jazz,2018,Petrol,Automatic,172327,1,1199,10.4,49,5,Dealer,39867890,7,21540.88
CAR00969,Skoda,Rapid,2014,Diesel,Manual,119016,2,1498,20.6,61,7,Individual,39190160,11,9918
CAR00970,Maruti,Swift,2024,Petrol,Manual,37104,1,1197,19.3,50,5,Individual,111854140,1,18552
CAR00971,Tata,Tiago,2017,Petrol,Manual,95176,1,1199,20.9,45,5,Individual,43619630,8,10575.11
CAR00972,Toyota,Innova,2024,Diesel,Automatic,36840,2,2393,16.9,135,5,Individual,316912020,1,18420
CAR00973,Toyota,Fortuner,2023,Petrol,Manual,16590,2,2755,17.4,199,5,Dealer,468719740,2,5530
CAR00974,Toyota,Innova,2024,Petrol,Manual,33326,1,2393,12.7,165,5,Individual,297868130,1,16663
CAR00975,Hyundai,i10,2023,Petrol,Manual,39077,1,1197,12.7,45,5,Individual,73627660,2,13025.67
CAR00976,Tata,Harrier,2015,Petrol,Manual,110791,1,1956,19,106,5,Individual,95378290,10,10071.91
CAR00977,Maruti,Celerio,2021,Diesel,Manual,56888,2,998,23.1,45,5,Dealer,63242640,4,11377.6
CAR00978,Mahindra,XUV500,2018,Petrol,Manual,113567,1,2179,21.4,99,5,Individual,106577270,7,14195.88
CAR00979,Honda,City,2021,Petrol,Automatic,92872,1,1498,18.8,89,5,Dealer,142878480,4,18574.4
CAR00980,Mahindra,Thar,2022,Diesel,Automatic,45546,1,1997,25.4,104,5,Dealer,204920130,3,11386.5
CAR00981,Mahindra,Thar,2020,Petrol,Manual,52302,1,1997,16.3,112,5,Individual,138334440,5,8717
CAR00982,Volkswagen,Virtus,2017,Petrol,Manual,137659,1,1498,20.2,107,7,Dealer,78338330,8,15295.44
CAR00983,Mahindra,Bolero,2024,CNG,Manual,31273,1,1493,17,83,5,Individual,164580660,1,15636.5
CAR00984,Kia,Carens,2021,Diesel,Manual,47721,1,1497,9.9,98,7,Individual,172926030,4,9544.2
CAR00985,Mahindra,XUV500,2024,Diesel,Manual,36278,2,2179,17.9,77,5,Individual,202332520,1,18139
CAR00986,Kia,Seltos,2016,CNG,Automatic,122057,1,1497,20.6,88,5,Individual,87817810,9,12205.7
CAR00987,Kia,Carens,2024,CNG,Manual,28823,2,1497,21.7,120,5,Individual,199927120,1,14411.5
CAR00988,Honda,Jazz,2017,Petrol,Manual,41942,1,1199,16.9,62,5,Dealer,53493550,8,4660.22
CAR00989,Tata,Safari,2019,Diesel,Manual,69542,1,1956,20.4,133,5,Dealer,168493520,6,9934.57
CAR00990,Volkswagen,Taigun,2024,Diesel,Automatic,21304,1,1498,24.5,106,5,Dealer,302862850,1,10652
CAR00991,Honda,City,2018,Petrol,Manual,86944,1,1498,18.7,78,5,Individual,87338630,7,10868
CAR00992,Mahindra,Scorpio,2017,CNG,Automatic,112173,2,2179,18.7,139,5,Individual,118444100,8,12463.67
CAR00993,Hyundai,Verna,2024,Petrol,Automatic,21672,1,1497,10,80,5,Individual,199582080,1,10836
CAR00994,Toyota,Glanza,2025,CNG,Manual,13213,2,1197,17.8,57,5,Dealer,130497890,0,13213
CAR00995,Mahindra,XUV500,2017,Diesel,Manual,76954,1,2179,23.3,110,5,Individual,98917230,8,8550.44
CAR00996,Kia,Seltos,2017,Diesel,Manual,98292,1,1497,17.8,113,5,Individual,95963110,8,10921.33
CAR00997,Mahindra,Bolero,2016,Petrol,Manual,125988,1,1493,19.5,65,5,Dealer,54169380,9,12598.8
CAR00998,Honda,WR-V,2014,CNG,Manual,120106,1,1498,22.9,59,5,Dealer,47153440,11,10008.83
CAR00999,Skoda,Octavia,2020,Diesel,Manual,73020,2,1984,19.1,229,5,Individual,244567810,5,12170
CAR01000,Mahindra,XUV500,2017,Petrol,Automatic,81238,1,2179,17.2,106,5,Individual,99170120,8,9026.44
CAR01001,Renault,Duster,2024,Petrol,Automatic,15301,1,1498,15.5,85,5,Individual,139754310,1,7650.5
CAR01002,Volkswagen,Virtus,2016,Diesel,Manual,95441,2,1498,26,117,5,Dealer,88501240,9,9544.1
CAR01003,Mahindra,Thar,2021,Petrol,Manual,47059,1,1997,14.6,119,5,Dealer,169628010,4,9411.8
CAR01004,Renault,Duster,2020,Diesel,Manual,70895,1,1498,22.7,51,5,Dealer,98907350,5,11815.83
CAR01005,Hyundai,Venue,2021,Diesel,Manual,84124,1,1197,21.8,62,5,Individual,95330980,4,16824.8
CAR01006,Skoda,Rapid,2015,Petrol,Manual,118176,1,1498,19.3,68,5,Individual,46100460,10,10743.27
CAR01007,Renault,Kwid,2019,Diesel,Manual,53414,2,999,18.9,45,5,Individual,51132800,6,7630.57
CAR01008,Mahindra,Thar,2021,Petrol,Automatic,26781,1,1997,13.1,110,5,Individual,197285170,4,5356.2
CAR01009,Volkswagen,Polo,2018,CNG,Manual,134300,1,999,17.6,63,5,Dealer,44800860,7,16787.5
CAR01010,Mahindra,XUV500,2024,CNG,Automatic,24832,3,2179,18.7,100,5,Individual,207628580,1,12416
CAR01011,Tata,Altroz,2020,Petrol,Manual,95066,1,1199,18.6,63,5,Individual,74516670,5,15844.33
CAR01012,Volkswagen,Virtus,2018,Diesel,Manual,124628,1,1498,22,124,5,Individual,101728090,7,15578.5
CAR01013,Tata,Harrier,2014,Petrol,Automatic,168854,3,1956,18.4,150,5,Individual,72591400,11,14071.17
CAR01014,Honda,Jazz,2016,Electric,Manual,105652,1,1199,23.3,59,5,Individual,46768500,9,10565.2
CAR01015,Mahindra,Scorpio,2019,Petrol,Manual,67320,1,2179,20.6,147,5,Individual,149824310,6,9617.14
CAR01016,Renault,Kwid,2018,Diesel,Automatic,155585,2,999,13,45,5,Dealer,31113070,7,19448.12
CAR01017,Honda,Amaze,2024,CNG,Manual,16536,1,1199,14.4,58,5,Dealer,132257860,1,8268
CAR01018,Toyota,Innova,2023,Petrol,Manual,31196,3,2393,12.9,150,5,Dealer,250847500,2,10398.67
CAR01019,Maruti,Ertiga,2015,Diesel,Manual,131802,1,1462,22.1,76,5,Dealer,54454000,10,11982
CAR01020,Hyundai,Verna,2021,Petrol,Manual,61136,1,1497,11.5,75,5,Individual,124475270,4,12227.2
CAR01021,Maruti,Baleno,2019,Diesel,Manual,105937,1,1197,19.3,48,5,Dealer,57562210,6,15133.86
CAR01022,Maruti,Wagon R,2015,Petrol,Automatic,145044,1,1197,14.8,45,5,Individual,30741430,10,13185.82
CAR01023,Renault,Kwid,2021,Electric,Manual,60456,2,999,23,45,5,Individual,57359100,4,12091.2
CAR01024,Renault,Triber,2020,Petrol,Manual,63109,1,999,17.1,58,5,Individual,76590330,5,10518.17
CAR01025,Renault,Duster,2015,Petrol,Manual,140528,1,1498,18.3,69,5,Individual,41000860,10,12775.27
CAR01026,Maruti,Ertiga,2019,CNG,Manual,65206,1,1462,19.8,84,5,Dealer,81899880,6,9315.14
CAR01027,Maruti,Dzire,2022,CNG,Automatic,68489,1,1197,23.1,45,5,Individual,93463470,3,17122.25
CAR01028,Tata,Tiago,2017,Diesel,Manual,99878,1,1199,23.7,47,5,Individual,49342620,8,11097.56
CAR01029,Mahindra,Scorpio,2018,Diesel,Manual,136305,1,2179,23.1,135,7,Individual,108264850,7,17038.12
CAR01030,Honda,Amaze,2015,Petrol,Manual,71022,1,1199,16.4,56,7,Individual,48535500,10,6456.55
CAR01031,Toyota,Urban Cruiser,2016,Diesel,Automatic,137325,3,1462,16.7,78,5,Dealer,40833280,9,13732.5
CAR01032,Hyundai,Verna,2025,Petrol,Manual,21127,2,1497,18.1,80,5,Individual,180526600,0,21127
CAR01033,Volkswagen,Virtus,2021,Petrol,Manual,59667,1,1498,23.4,70,5,Individual,141274880,4,11933.4
CAR01034,Honda,WR-V,2016,CNG,Automatic,153872,2,1498,20.8,59,5,Dealer,47865370,9,15387.2
CAR01035,Maruti,Baleno,2019,Diesel,Manual,77103,1,1197,21.8,71,5,Dealer,70079980,6,11014.71
CAR01036,Volkswagen,Polo,2016,Petrol,Manual,206764,1,999,19.9,61,5,Individual,27513710,9,20676.4
CAR01037,Skoda,Slavia,2019,Petrol,Automatic,92689,1,1498,19.8,97,5,Individual,170558060,6,13241.29
CAR01038,Maruti,Wagon R,2015,CNG,Automatic,107601,2,1197,24.8,45,5,Dealer,31021680,10,9781.91
CAR01039,Toyota,Fortuner,2021,Petrol,Manual,76695,1,2755,13.5,267,7,Individual,375435820,4,15339
CAR01040,Renault,Kwid,2020,Petrol,Automatic,62600,1,999,14.6,46,5,Individual,65122310,5,10433.33
CAR01041,Volkswagen,Vento,2021,Petrol,Manual,70252,1,1498,17.6,63,7,Individual,100575360,4,14050.4
CAR01042,Renault,Duster,2019,Petrol,Automatic,70366,1,1498,21.2,65,5,Individual,80558100,6,10052.29
CAR01043,Toyota,Fortuner,2017,Petrol,Manual,116696,2,2755,21.2,229,5,Dealer,212174140,8,12966.22
